Value_sc,thunder_signal,thunder_risk_raw,thunder_level,thunder_color,thunder_label_sr,thunder_label_en,thunder_confidence,thunder_spatial_support,thunder_ecmwf,thunder_icon,thunder_gefs,thunder_models_ge10,thunder_models_ge40,thunder_model_spread,thunder_dominant_model,thunder_interpretation_sr,hail_signal,hail_color,hail_level,hail_label_sr,hail_label_en,hail_confidence,hail_ecmwf,hail_icon,hail_gefs,large_hail_signal,large_hail_color,large_hail_level,large_hail_label_sr,large_hail_label_en,large_hail_confidence,very_large_hail_signal,very_large_hail_color,very_large_hail_level,very_large_hail_label_sr,very_large_hail_label_en,very_large_hail_confidence,hail_models_ge10,hail_models_ge40,hail_models_ge50,hail_model_spread,large_hail_models_ge10,large_hail_model_spread,very_large_hail_models_ge10,very_large_hail_model_spread,storm_overview_level,storm_overview_color,storm_overview_label_sr,storm_overview_label_en,storm_dominant_hazard,storm_overview_confidence,forecast_hour,product_family,product_status,probability_status,source_models,data_source_status,institutional_status
НЕГОТИН,2.0,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,6.0,0.0,0.0,0,0,6.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НИШ-МЕДИАНА,0.7,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,2.0,0.0,0.0,0,0,2.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НИШ-НИШКА БАЊА,2.0,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,6.0,0.0,0.0,0,0,6.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НИШ-ПАЛИЛУЛА,0.7,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,2.0,0.0,0.0,0,0,2.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НИШ-ПАНТЕЛЕЈ,2.0,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,6.0,0.0,0.0,0,0,6.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НИШ-ЦРВЕНИ КРСТ,0.7,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,2.0,0.0,0.0,0,0,2.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НОВА ВАРОШ,26.6,LOW,1,YELLOW,ПОВИШЕН,ELEVATED,LOW,HIGH,74.0,2.5,3.2,1,1,71.5,ECMWF,"ECMWF ENS daje najjači signal (74.0%), ali je međumodelska saglasnost niska. Dominantni scenario ima visoku lokalnu prostornu podršku.",4.8,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,12.0,2.5,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,1,0,0,12.0,0,0.0,0,0.0,1,YELLOW,ПОВИШЕН,ELEVATED,THUNDER,LOW,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НОВА ЦРЊА,2.2,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,4.0,2.5,0.0,0,0,4.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НОВИ БЕЧЕЈ,3.5,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,8.0,2.5,0.0,0,0,8.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,2.2,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,4.0,2.5,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,4.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НОВИ КНЕЖЕВАЦ,0.0,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,0.0,0.0,0.0,0,0,0.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НОВИ ПАЗАР-ГРАД,18.0,LOW,1,YELLOW,ПОВИШЕН,ELEVATED,LOW,MODERATE,54.0,0.0,0.0,1,1,54.0,ECMWF,"ECMWF ENS daje najjači signal (54.0%), ali je međumodelska saglasnost niska. Dominantni scenario ima umerenu lokalnu prostornu podršku.",0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,1,YELLOW,ПОВИШЕН,ELEVATED,THUNDER,LOW,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НОВИ САД-ГРАД,6.3,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,MODERATE,14.0,5.0,0.0,1,0,14.0,ECMWF,Modeli daju relativno dobro usaglašen signal. Dominantni scenario ima umerenu lokalnu prostornu podršku.,5.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,10.0,5.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,1,0,0,10.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
НОВО БРДО,1.1,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,0.0,0.0,3.2,0,0,3.2,GEFS,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ОЏАЦИ,2.7,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,8.0,0.0,0.0,0,0,8.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ОБИЛИЋ,1.3,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,NONE,4.0,0.0,0.0,0,0,4.0,ECMWF,Modeli daju relativno dobro usaglašen signal.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ОПОВО,7.7,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,MODERATE,18.0,5.0,0.0,1,0,18.0,ECMWF,Modeli daju relativno dobro usaglašen signal. Dominantni scenario ima umerenu lokalnu prostornu podršku.,2.2,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,4.0,2.5,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,4.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ОРАХОВАЦ,16.3,LOW,1,YELLOW,ПОВИШЕН,ELEVATED,LOW,MODERATE,44.0,5.0,0.0,1,1,44.0,ECMWF,"ECMWF ENS daje najjači signal (44.0%), ali je međumodelska saglasnost niska. Dominantni scenario ima umerenu lokalnu prostornu podršku.",0.7,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,2.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,2.0,0,0.0,0,0.0,1,YELLOW,ПОВИШЕН,ELEVATED,THUNDER,LOW,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ОСЕЧИНА,19.2,LOW,1,YELLOW,ПОВИШЕН,ELEVATED,LOW,HIGH,50.0,7.5,0.0,1,1,50.0,ECMWF,"ECMWF ENS daje najjači signal (50.0%), ali je međumodelska saglasnost niska. Dominantni scenario ima visoku lokalnu prostornu podršku.",17.3,YELLOW,1,ПОВИШЕН,ELEVATED,LOW,52.0,0.0,0.0,0.7,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,1,1,1,52.0,0,2.0,0,0.0,1,YELLOW,ПОВИШЕН,ELEVATED,THUNDER+HAIL,LOW,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ПАНЧЕВО-ГРАД,13.0,LOW,1,YELLOW,ПОВИШЕН,ELEVATED,MODERATE,MODERATE,34.0,5.0,0.0,1,0,34.0,ECMWF,Postoji delimična multimodel podrška za prognozirani scenario. Dominantni scenario ima umerenu lokalnu prostornu podršku.,1.3,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,4.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,4.0,0,0.0,0,0.0,1,YELLOW,ПОВИШЕН,ELEVATED,THUNDER,MODERATE,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ПАРАЋИН,8.7,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,MODERATE,26.0,0.0,0.0,1,0,26.0,ECMWF,Postoji delimična multimodel podrška za prognozirani scenario. Dominantni scenario ima umerenu lokalnu prostornu podršku.,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ПЕЋ,23.0,LOW,1,YELLOW,ПОВИШЕН,ELEVATED,LOW,HIGH,44.0,25.0,0.0,2,1,44.0,ECMWF,"ECMWF ENS daje najjači signal (44.0%), ali je međumodelska saglasnost niska. Dominantni scenario ima visoku lokalnu prostornu podršku.",10.8,YELLOW,1,ПОВИШЕН,ELEVATED,HIGH,20.0,12.5,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,2,0,0,20.0,0,0.0,0,0.0,1,YELLOW,ПОВИШЕН,ELEVATED,THUNDER+HAIL,LOW,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ПЕЋИНЦИ,16.3,LOW,1,YELLOW,ПОВИШЕН,ELEVATED,LOW,HIGH,44.0,5.0,0.0,1,1,44.0,ECMWF,"ECMWF ENS daje najjači signal (44.0%), ali je međumodelska saglasnost niska. Dominantni scenario ima visoku lokalnu prostornu podršku.",7.5,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,20.0,2.5,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,1,0,0,20.0,0,0.0,0,0.0,1,YELLOW,ПОВИШЕН,ELEVATED,THUNDER,LOW,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ПЕТРОВАЦ НА МЛАВИ,6.7,VERY LOW,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,MODERATE,20.0,0.0,0.0,1,0,20.0,ECMWF,Modeli daju relativno dobro usaglašen signal. Dominantni scenario ima umerenu lokalnu prostornu podršku.,0.7,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,2.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,2.0,0,0.0,0,0.0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,HIGH,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
ПИРОТ,19.3,LOW,1,YELLOW,ПОВИШЕН,ELEVATED,LOW,LOW,48.0,10.0,0.0,2,1,48.0,ECMWF,"ECMWF ENS daje najjači signal (48.0%), ali je međumodelska saglasnost niska.",0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,0.0,0.0,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0.0,GREEN,0,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,HIGH,0,0,0,0.0,0,0.0,0,0.0,1,YELLOW,ПОВИШЕН,ELEVATED,THUNDER,LOW,36,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,ECMWF ENS | ICON-EU EPS | GEFS,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
